Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43545,The Once and Future King,T.H. White,"White, T.H.",,"=""0441627404""","=""9780441627400""",4,4.06,Ace,Mass Market Paperback,639,1987,1958,,2007/11/05,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",3,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2007/11/05,,,read,,,,1,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",4,4.04,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2007/11/05,,,read,,,,1,0
3378,Generation X: Tales for an Accelerated Culture,Douglas Coupland,"Coupland, Douglas",,"=""0349108390""","=""9780349108391""",2,3.74,Abacus,Paperback,211,1996,1991,,2007/11/05,,,read,,,,1,0
141352,A Hunger Artist,Franz Kafka,"Kafka, Franz","Kevin Blahut, Helena Vlčnovská","=""8090217117""","=""9788090217119""",4,4.11,Twisted Spoon Press,Hardcover,84,1996,1924,,2007/11/05,,,read,,,,1,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""""","=""""",5,3.84,Bantam Classics,Paperback,201,1972,1915,,2007/11/05,,,read,,,,1,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",4,3.96,Vintage,Paperback,255,2001,1925,,2007/11/05,,,read,,,,1,0
19691,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,"Clancy, Tom",,"=""0425172902""","=""9780425172902""",3,4.10,Berkley Trade,Paperback,432,1999,1984,,2007/11/05,,,read,,,,1,0
51723,Raising Cain: Protecting the Emotional Life of Boys,Dan Kindlon,"Kindlon, Dan","Teresa Barker, Michael G. Thompson","=""0345434854""","=""9780345434852""",4,3.98,Ballantine Books,Paperback,298,2000,1999,,2007/11/05,,,read,,,,1,0
159760,Reviving Ophelia: Saving the Selves of Adolescent Girls,Mary Pipher,"Pipher, Mary",,"=""1594481881""","=""9781594481888""",5,3.88,Riverhead Books,Paperback,293,2005,1994,,2007/11/05,,,read,,,,1,0
115998,"Caesar and Christ (Story of Civilization, #3)",Will Durant,"Durant, Will",,"=""0671115006""","=""9780671115005""",4,4.40,Simon & Schuster,Hardcover,752,1983,1944,,2007/11/05,,,read,,,,1,0
228345,The Orchid Thief,Susan Orlean,"Orlean, Susan",,"=""044900371X""","=""9780449003718""",2,3.68,Ballantine Books,Paperback,284,2000,1998,,2007/10/29,,,read,,,,1,0
1848,Wild Swans: Three Daughters of China,Jung Chang,"Chang, Jung",,"=""""","=""""",2,4.26,Simon & Schuster,Paperback,562,2003,1991,,2007/10/29,,,read,,,,1,0
15852,Relativity: The Special and the General Theory,Albert Einstein,"Einstein, Albert","Nigel Calder, Robert William Lawson","=""0143039822""","=""9780143039822""",3,4.20,Penguin Classics,Paperback,130,2006,1916,,2007/10/29,,,read,,,,1,0
31931,Theory and Reality: An Introduction to the Philosophy of Science,Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0226300633""","=""9780226300634""",5,3.95,University of Chicago Press,Paperback,288,2003,2003,,2007/10/09,,,read,,,,1,0
178002,"In Search of the Indo-Europeans: Language, Archaeology and Myth",J.P. Mallory,"Mallory, J.P.",,"=""0500276161""","=""9780500276167""",3,4.10,Thames  Hudson,Paperback,290,1991,1989,,2007/10/29,,,read,,,,1,0
189311,Lucy: The Beginnings of Humankind,Donald C. Johanson,"Johanson, Donald C.",Maitland Armstrong Edey,"=""0671724991""","=""9780671724993""",4,4.14,Simon & Schuster,Paperback,416,1990,1981,,2007/10/29,,,read,,,,1,0
23878,Chronicle of a Death Foretold,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""140003471X""","=""9781400034710""",4,3.97,Vintage,Paperback,120,2003,1981,,2007/10/29,,,read,,,,1,0
322255,The Following Story,Cees Nooteboom,"Nooteboom, Cees",Ina Rilke,"=""015600254X""","=""9780156002547""",4,3.67,Mariner Books,Paperback,128,1996,1991,,2007/10/29,,,read,,,,1,0
17726,"Go Down, Moses",William Faulkner,"Faulkner, William",,"=""0679732179""","=""9780679732174""",3,3.94,Vintage,Paperback,365,1991,1942,,2007/10/29,,,read,,,,1,0
10979,Light in August,William Faulkner,"Faulkner, William",,"=""0679732268""","=""9780679732266""",4,3.94,Vintage,Paperback,507,1991,1932,,2007/10/29,,,read,,,,1,0
373755,"Absalom, Absalom!",William Faulkner,"Faulkner, William",,"=""0679732187""","=""9780679732181""",4,3.97,Vintage,Paperback,316,1990,1936,,2007/10/29,,,read,,,,1,0
77013,As I Lay Dying,William Faulkner,"Faulkner, William",,"=""""","=""""",4,3.72,Vintage,Paperback,288,1991,1930,,2007/10/29,,,read,,,,1,0
177250,"The Mirror of Her Dreams (Mordant's Need, #1)",Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""0345459857""","=""9780345459855""",2,3.93,Del Rey,Paperback,654,2003,1986,,2007/10/29,,,read,,,,1,0
687216,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""0345348680""","=""9780345348685""",5,3.99,Del Rey,Mass Market Paperback,490,1989,1980,,2007/10/29,,,read,,,,1,0
687215,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""0345348672""","=""9780345348678""",4,4.03,Del Rey Books,Mass Market Paperback,480,1987,1978,,2007/10/29,,,read,,,,1,0
687217,"The One Tree (The Second Chronicles of Thomas Covenant, #2)",Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""0345348699""","=""9780345348692""",2,3.99,Del Rey,Paperback,468,1987,1982,,2007/10/29,,,read,,,,1,0
687218,White Gold Wielder,Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""0345348702""","=""9780345348708""",2,4.05,Del Rey Books,Mass Market Paperback,476,1984,1983,,2007/10/29,,,read,,,,1,0
228990,"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""""","=""""",4,4.02,Del Rey,Mass Market Paperback,527,1989,1978,,2007/10/29,,,read,,,,1,0
219205,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""0345348656""","=""9780345348654""",4,3.72,Del Rey / Ballantine,Mass Market Paperback,480,1989,1977,,2007/10/29,,,read,,,,1,0
981867,"Secret of the Sixth Magic (Magics, #2)",Lyndon Hardy,"Hardy, Lyndon",,"=""0345345002""","=""9780345345004""",3,3.70,Del Rey,Mass Market Paperback,0,1986,1984,,2007/10/29,,,read,,,,1,0
1180618,"Master of the Five Magics (Magics, #1)",Lyndon Hardy,"Hardy, Lyndon",,"=""0345276353""","=""9780345276353""",3,3.81,Del Rey,Mass Market Paperback,373,1980,1980,,2007/10/29,,,read,,,,1,0
1216092,"Conan the Warrior (Conan, #7)",Robert E. Howard,"Howard, Robert E.",Frank Frazetta,"=""0441115861""","=""9780441115860""",3,4.09,Ace,Mass Market Paperback,222,1986,1967,,2007/10/29,,,read,,,,1,0
1305519,Conan the Conqueror,Robert E. Howard,"Howard, Robert E.",Frank Frazetta,"=""0441114660""","=""9780441114665""",3,4.11,Ace,Mass Market Paperback,222,1984,1936,,2007/10/29,,,read,,,,1,0
443774,Conan the Adventurer (Conan 5),Robert E. Howard,"Howard, Robert E.","L. Sprague de Camp, Frank Frazetta","=""0441118585""","=""9780441118588""",3,4.07,Ace,Mass Market Paperback,224,1986,1966,,2007/10/29,,,read,,,,1,0
409591,"Conan The Freebooter (Conan, #3)",Robert E. Howard,"Howard, Robert E.",L. Sprague de Camp,"=""0441116736""","=""9780441116737""",3,4.07,Ace Books,Mass Market Paperback,223,1980,1968,,2007/10/29,,,read,,,,1,0
409808,"Conan the Wanderer (Conan, #4)",Robert E. Howard,"Howard, Robert E.","Lin Carter, L. Sprague de Camp","=""0441115977""","=""9780441115976""",3,4.04,Ace,Mass Market Paperback,224,1985,1968,,2007/10/29,,,read,,,,1,0
1216094,Conan the Avenger (Book 10),Robert E. Howard,"Howard, Robert E.","Björn Nyberg, L. Sprague de Camp, Frank Frazetta","=""0441116809""","=""9780441116805""",3,4.02,Ace,Mass Market Paperback,192,1968,1968,,2007/10/29,,,read,,,,1,0
443765,Conan of Cimmeria (Conan 2),Robert E. Howard,"Howard, Robert E.","L. Sprague de Camp, Lin Carter, Frank Frazetta","=""0441114539""","=""9780441114535""",3,4.11,Ace,Mass Market Paperback,189,1982,1969,,2007/10/29,,,read,,,,1,0
198464,Church and State II,Dave Sim,"Sim, Dave",Gerhard,"=""0919359116""","=""9780919359116""",5,4.30,Aardvark Vanaheim,Unknown Binding,630,2008,1988,,2007/10/19,,,read,,,,1,0
198469,Church and State I,Dave Sim,"Sim, Dave",,"=""0919359094""","=""9780919359093""",5,4.29,Aardvark-Vanheim,Paperback,592,1987,1987,,2007/10/19,,,read,,,,1,0
198462,Cerebus,Dave Sim,"Sim, Dave",,"=""0919359086""","=""9780919359086""",3,3.71,Aardvark-Vanaheim,Paperback,546,2005,1987,,2007/10/19,,,read,,,,1,0
198463,High Society,Dave Sim,"Sim, Dave",,"=""0919359078""","=""9780919359079""",5,4.19,Aardvark-Vanaheim,Unknown Binding,500,2005,1986,,2007/10/19,,,read,,,,1,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan","Gary Ruddell, Gaetano Luigi Staffilano","=""0553283685""","=""9780553283686""",4,4.25,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,2007/10/25,2007/10/16,,,read,,,,1,0
28634,Immortality,Milan Kundera,"Kundera, Milan",Peter Kussi,"=""057114456X""","=""9780571144563""",5,4.14,Faber and Faber,Paperback,400,1998,1990,1990/01/01,2007/10/11,,,read,,,,1,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan","Michael Henry Heim, Richmond Hoxie","=""0571224385""","=""9780571224388""",4,4.11,Harper Perennial,Paperback,320,2009,1984,1990/01/01,2007/10/11,,,read,,,,1,0
26114,The Joke,Milan Kundera,"Kundera, Milan",,"=""""","=""""",3,4.02,Faber and Faber,Paperback,371,1992,1967,1990/01/01,2007/10/11,,,read,,,,1,0
218467,Lucifer's Hammer,Larry Niven,"Niven, Larry",Jerry Pournelle,"=""0449208133""","=""9780449208137""",4,3.99,Ballantine/Del Ray,Mass Market Paperback,629,1983,1977,1985/01/01,2007/09/17,,,read,,,,1,0
61181,"The Ringworld Engineers (Ringworld, #2)",Larry Niven,"Niven, Larry",,"=""0345418417""","=""9780345418418""",3,3.87,Del Rey,Paperback,307,1997,1979,1998/01/01,2007/10/12,,,read,,,,1,0
61179,"Ringworld (Ringworld, #1)",Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",3,3.95,Gollancz,Paperback,288,2005,1970,1998/01/01,2007/09/17,,,read,,,,1,0
100365,"The Mote in God's Eye (Moties, #1)",Larry Niven,"Niven, Larry",Jerry Pournelle,"=""156865054X""","=""9781568650548""",4,4.07,Spectrum Literary Agency,ebook,596,2011,1974,1998/01/01,2007/09/17,,,read,,,,1,0
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",4,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,2003/01/01,2007/10/08,,,read,,,,1,0
449290,The World Inside,Robert Silverberg,"Silverberg, Robert",,"=""0743487230""","=""9780743487238""",4,3.72,iBooks,Paperback,233,2004,1971,1989/01/01,2007/10/08,,,read,,,,1,0
750271,Time on My Hands,Peter Delacorte,"Delacorte, Peter",,"=""0671023241""","=""9780671023249""",4,3.88,Scribner Book Company,Paperback,397,1998,1997,2003/01/01,2007/10/12,,,read,,,,1,0
28547,"Dragonsinger (Harper Hall, #2)",Anne McCaffrey,"McCaffrey, Anne",,"=""0689860072""","=""9780689860072""",3,4.29,Aladdin,Paperback,288,2003,1977,1982/01/01,2007/10/08,,,read,,,,1,0
28553,"Dragondrums (Harper Hall, #3)",Anne McCaffrey,"McCaffrey, Anne",,"=""0689860064""","=""9780689860065""",3,4.09,Simon & Schuster Aladddin Paperbacks,Paperback,243,2003,1979,1982/01/01,2007/10/08,,,read,,,,1,0
537052,"Gregor the Overlander (Underland Chronicles, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439678137""","=""9780439678131""",2,4.02,Scholastic Paperbacks,Paperback,311,2013,2003,2007/01/01,2007/10/11,,,read,,,,1,0
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Ronald Hingley, H.T. Willetts, Leopold Labedz, Max Hayward","=""""","=""""",5,3.97,"Farrar, Straus and Giroux",Paperback,182,2005,1962,1998/01/01,2007/10/11,,,read,,,,1,0
98969,The First Circle,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Thomas P. Whitney,"=""0810115905""","=""9780810115903""",4,4.23,Northwestern University Press,Paperback,580,1997,1968,1998/01/01,2007/10/11,,,read,,,,1,0
12844,Power of Silence,Carlos Castaneda,"Castaneda, Carlos",,"=""067173248X""","=""9780671732486""",4,4.23,Washington Square Press,Paperback,288,1991,1987,1989/01/01,2007/10/11,,,read,,,,1,0
12846,The Fire from Within,Carlos Castaneda,"Castaneda, Carlos",,"=""0671732501""","=""9780671732509""",4,4.16,Washington Square Press,Paperback,304,1991,1984,1989/01/01,2007/10/11,,,read,,,,1,0
70832,The Eagle's Gift,Carlos Castaneda,"Castaneda, Carlos",,"=""067173251X""","=""9780671732516""",4,4.07,Washington Square Press,Paperback,320,1991,1981,1989/01/01,2007/10/11,,,read,,,,1,0
12839,A Separate Reality,Carlos Castaneda,"Castaneda, Carlos",,"=""0671732498""","=""9780671732493""",4,4.08,Washington Square Press,Paperback,272,1991,1971,1989/01/01,2007/10/11,,,read,,,,1,0
12842,Journey to Ixtlan,Carlos Castaneda,"Castaneda, Carlos",,"=""0671732463""","=""9780671732462""",4,4.10,Washington Square Press,Paperback,272,1991,1972,1989/01/01,2007/10/11,,,read,,,,1,0
532037,The Teachings of Don Juan: A Yaqui Way of Knowledge,Carlos Castaneda,"Castaneda, Carlos",,"=""""","=""9780671600419""",4,3.94,Washington Square Press,Paperback,256,1985,1968,1989/01/01,2007/10/11,,,read,,,,1,0
12840,Second Ring of Power,Carlos Castaneda,"Castaneda, Carlos",,"=""0671732471""","=""9780671732479""",4,4.04,Washington Square Press,Paperback,328,1991,1977,1989/01/01,2007/10/11,,,read,,,,1,0
240976,The Book of Laughter and Forgetting,Milan Kundera,"Kundera, Milan","Aaron Asher, Serena Vitale","=""0060932147""","=""9780060932145""",3,3.98,HarperPerennial Modern Classics,Paperback,313,1999,1979,,2007/10/11,,,read,,,,1,0
44559,Life is Elsewhere,Milan Kundera,"Kundera, Milan",Aaron Asher,"=""0060997028""","=""9780060997021""",4,3.95,Harper Perennial,Paperback,432,2000,1973,,2007/10/11,,,read,,,,1,0
778990,Timescape,Gregory Benford,"Benford, Gregory",,"=""0553297090""","=""9780553297096""",2,3.73,Bantam Books,Paperback,499,1992,1980,2002/01/01,2007/10/08,,,read,,,,1,0
35231,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,"=""0812513754""","=""9780812513752""",4,4.17,Tom Doherty Associates,Mass Market Paperback,1011,1995,1994,2006/05/01,2007/10/08,,,read,,,,1,1
13890,"A Crown of Swords (The Wheel of Time, #7)",Robert Jordan,"Jordan, Robert",,"=""0812550285""","=""9780812550283""",4,4.05,Tor Books,Mass Market Paperback,880,1997,1996,2006/08/01,2007/10/08,,,read,,,,1,1
19534,The Brothers K,David James Duncan,"Duncan, David James",,"=""055337849X""","=""9780553378498""",5,4.38,Dial Press Trade Paperback,Paperback,645,1996,1992,2006/03/01,2007/09/17,,,read,,,,1,0
10506,The Island of the Day Before,Umberto Eco,"Eco, Umberto",,"=""0156030373""","=""9780156030373""",1,3.48,Mariner Books,Paperback,528,2006,1994,2006/08/01,2007/10/08,,,read,,,,1,0
276767,"The Word for World Is Forest (Hainish Cycle, #5)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",2,4.01,,ebook,160,1989,1972,2006/09/01,2007/10/08,,,read,,,,1,0
13891,"Winter's Heart (The Wheel of Time, #9)",Robert Jordan,"Jordan, Robert",,"=""081257558X""","=""9780812575583""",4,3.96,Tor Fantasy,Mass Market Paperback,780,2002,2000,2007/07/01,2007/10/11,,,read,,,,1,1
92610,"Rocannon's World (Hainish Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441732968""","=""9780441732968""",2,3.77,Ace,Paperback,144,1984,1966,2006/11/01,2007/10/08,,,read,,,,1,0
140974,"The Path of Daggers (The Wheel of Time, #8)",Robert Jordan,"Jordan, Robert",,"=""0812550293""","=""9780812550290""",4,3.92,Tor Books,Mass Market Paperback,685,1999,1998,2007/04/01,2007/10/08,,,read,,,,1,1
13895,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,"=""1857232097""","=""9781857232097""",4,4.18,Orbit,Paperback,912,1994,1993,2001/01/01,2007/10/08,,,read,,,,1,1
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,"=""0812513738""","=""9780812513738""",4,4.26,Tom Doherty Tor Fantasy,Mass Market Paperback,1007,1993,1992,2001/01/01,2007/10/08,,,read,,,,1,1
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""0765305119""","=""9780765305114""",4,4.27,Tor Books,Mass Market Paperback,624,2002,1991,2001/01/01,2007/10/08,,,read,,,,1,1
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",3,4.25,Tor Books,Mass Market Paperback,705,1991,1990,2000/01/01,2007/10/08,,,read,,,,1,1
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",Роберт Джордан,"=""0812511816""","=""9780812511819""",3,4.19,Tor Books,Mass Market Paperback,800,1990,1990,2000/01/01,2007/10/08,,,read,,,,1,1
680491,Medea: Harlan's World,Harlan Ellison,"Ellison, Harlan",,"=""0553341707""","=""9780553341706""",4,3.78,Spectra,Paperback,532,1985,1985,1987/01/01,2007/10/11,,,read,,,,1,0
18423,"The Left Hand of Darkness (Hainish Cycle, #4)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",2,4.09,Ace,Paperback,304,2000,1969,1988/01/01,2007/10/08,,,read,,,,1,0
13651,"The Dispossessed (Hainish Cycle, #6)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,4.23,Harper Voyager,Paperback,387,1994,1974,1988/01/01,2007/10/08,,,read,,,,1,0
99452,"Ogre, Ogre (Xanth #5)",Piers Anthony,"Anthony, Piers",,"=""0345418530""","=""9780345418531""",3,3.76,Del Rey,paperback,307,1997,1982,1986/01/01,2007/10/11,,,read,,,,1,0
96980,"Centaur Aisle (Xanth, #4)",Piers Anthony,"Anthony, Piers",,"=""0345418522""","=""9780345418524""",3,3.80,Del Rey,Paperback,304,1997,1981,1985/01/01,2007/10/11,,,read,,,,1,0
99461,"Split Infinity (Apprentice Adept, #1)",Piers Anthony,"Anthony, Piers",,"=""0345354915""","=""9780345354914""",4,3.97,Del Rey,Paperback,368,1987,1980,1986/01/01,2007/10/11,,,read,,,,1,0
716329,"Blue Adept (Apprentice Adept, #2)",Piers Anthony,"Anthony, Piers",,"=""0345352459""","=""9780345352453""",4,3.95,Del Rey,Paperback,336,1987,1981,1987/01/01,2007/10/11,,,read,,,,1,0
365522,"Juxtaposition (Apprentice Adept, #3)",Piers Anthony,"Anthony, Piers",,"=""0345349342""","=""9780345349347""",4,3.94,Del Rey,Paperback,358,1987,1982,1987/01/01,2007/10/11,,,read,,,,1,0
15433,"Night Mare (Xanth, #6)",Piers Anthony,"Anthony, Piers",,"=""0345418549""","=""9780345418548""",3,3.84,Del Rey,paperback,320,1997,1982,1986/01/01,2007/10/11,,,read,,,,1,0
96977,"Castle Roogna (Xanth, #3)",Piers Anthony,"Anthony, Piers",,"=""0345418514""","=""9780345418517""",3,3.89,Del Rey Books,Paperback,336,1997,1979,1985/01/01,2007/10/11,,,read,,,,1,0
15447,"The Source of Magic (Xanth, #2)",Piers Anthony,"Anthony, Piers",,"=""0345418506""","=""9780345418500""",3,3.88,Del Rey,Paperback,326,1997,1979,1985/01/01,2007/10/11,,,read,,,,1,0
76664,"A Spell for Chameleon (Xanth, #1)",Piers Anthony,"Anthony, Piers",,"=""034525855X""","=""9780345258557""",4,3.92,Del Rey,Mass Market Paperback,344,1977,1977,1985/01/01,2007/10/11,,,read,,,,1,0
76667,"Wielding a Red Sword (Incarnations of Immortality, #4)",Piers Anthony,"Anthony, Piers",,"=""0345322215""","=""9780345322210""",2,3.95,Random House Ballantine Del Rey,Paperback,314,1987,1986,1987/01/01,2007/10/11,,,read,,,,1,0
76660,"With a Tangled Skein (Incarnations of Immortality, #3)",Piers Anthony,"Anthony, Piers",,"=""0345318854""","=""9780345318855""",2,4.00,Random House Ballantine Del Rey,Paperback,405,1986,1985,1987/01/01,2007/10/11,,,read,,,,1,0
76659,"Bearing an Hourglass (Incarnations of Immortality, #2)",Piers Anthony,"Anthony, Piers",,"=""0345313151""","=""9780345313157""",3,3.96,Del Rey/Ballantine Books,Mass Market Paperback,372,1985,1984,1987/01/01,2007/10/11,,,read,,,,1,0
76658,"On a Pale Horse (Incarnations of Immortality, #1)",Piers Anthony,"Anthony, Piers",,"=""0345338588""","=""9780345338587""",4,4.14,Del Rey,Paperback,325,1986,1983,1987/01/01,2007/10/11,,,read,,,,1,0
542601,"Politician (Bio of a Space Tyrant, #3)",Piers Anthony,"Anthony, Piers",,"=""0380896850""","=""9780380896851""",3,3.73,Avon Books (Mm),Mass Market Paperback,345,1985,1985,1985/01/01,2007/10/11,,,read,,,,1,0
116158,Macroscope,Piers Anthony,"Anthony, Piers",,"=""097236708X""","=""9780972367080""",3,3.79,Mundania Press LLC,Paperback,428,2003,1969,1986/01/01,2007/10/11,,,read,,,,1,0
817256,"Mercenary (Bio of a Space Tyrant, #2)",Piers Anthony,"Anthony, Piers",,"=""0380872218""","=""9780380872213""",3,3.79,Avon Books,Mass Market,373,1984,1984,1985/01/01,2007/10/11,,,read,,,,1,0
12046,The Stories of Paul Bowles,Paul Bowles,"Bowles, Paul",Robert  Stone,"=""0061137049""","=""9780061137044""",4,4.30,Ecco,Paperback,688,2006,2001,1999/01/01,2007/10/11,,,read,,,,1,0
12054,Let It Come Down,Paul Bowles,"Bowles, Paul",,"=""0061137391""","=""9780061137396""",4,3.90,Ecco,Paperback,304,2006,1952,1999/01/01,2007/10/11,,,read,,,,1,0
243598,The Sheltering Sky,Paul Bowles,"Bowles, Paul",,"=""0141023422""","=""9780141023427""",4,3.90,Penguin Group,Paperback,342,2007,1949,1996/01/01,2007/10/11,,,read,,,,1,0
36475,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,"Gould, Stephen Jay",,"=""039330700X""","=""9780393307009""",5,4.14,W. W. Norton & Company,Paperback,352,1990,1989,1998/01/01,2007/10/10,,,read,,,,1,0
45241,The Neutronium Alchemist 1: Consolidation (Night's Dawn 2),Peter F. Hamilton,"Hamilton, Peter F.",,"=""0446605174""","=""9780446605175""",5,4.34,Aspect,Paperback,608,1998,1997,2002/01/01,2007/09/17,,,read,,,,1,1
119324,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""0679879250""","=""9780679879251""",3,4.14,Alfred A. Knopf Books for Young Readers,Hardcover,326,1997,1997,2005/10/01,2007/10/10,,,read,,,,1,0
172742,"Slant (Queen of Angels, #4)",Greg Bear,"Bear, Greg",,"=""0812524829""","=""9780812524826""",2,3.62,Tor Science Fiction,Paperback,512,1998,1997,2001/01/01,2007/10/10,,,read,,,,1,0
7437,Naked Lunch,William S. Burroughs,"Burroughs, William S.","James Grauerholz, Barry Miles","=""0802140181""","=""9780802140180""",3,3.45,Grove Press,Paperback,289,2004,1959,1990/01/01,2007/10/10,,,read,,,,1,0
23940,Junky,William S. Burroughs,"Burroughs, William S.","Oliver  Harris, Allen Ginsberg","=""0142003166""","=""9780142003169""",3,3.85,Penguin ,Paperback,208,2003,1953,1990/01/01,2007/10/10,,,read,,,,1,0
130520,The Mosquito Coast,Paul Theroux,"Theroux, Paul",,"=""""","=""""",5,3.82,Mariner Books,Paperback,384,2006,1981,1997/01/01,2007/10/10,,,read,,,,1,0
130518,The Collected Stories,Paul Theroux,"Theroux, Paul",,"=""0140274944""","=""9780140274943""",4,3.88,Penguin ,Paperback,660,1998,1997,1997/01/01,2007/10/10,,,read,,,,1,0
50275,Last Exit to Brooklyn,Hubert Selby Jr.,"Jr., Hubert Selby",Gilbert Sorrentino,"=""0747549923""","=""9780747549925""",2,3.92,Marion Boyars,Paperback,290,2000,1964,2002/01/01,2007/10/10,,,read,,,,1,0
16720,As She Climbed Across the Table,Jonathan Lethem,"Lethem, Jonathan",,"=""0375700129""","=""9780375700125""",2,3.67,Vintage,Paperback,212,1998,1997,1999/01/01,2007/10/10,,,read,,,,1,0
43758,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,"Rice, Anne",,"=""0345419626""","=""9780345419620""",3,3.90,Ballantine Books,Paperback,448,1997,1988,1992/01/01,2007/10/10,,,read,,,,1,0
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"Rice, Anne",,"=""0345476875""","=""9780345476876""",4,4.01,Ballantine Books,Paperback,346,2004,1976,1992/01/01,2007/10/10,,,read,,,,1,0
43814,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,"Rice, Anne",,"=""0345476883""","=""9780345476883""",4,4.08,Ballantine Books,Paperback,481,2004,1985,1992/01/01,2007/10/10,,,read,,,,1,0
11901,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,"Rice, Anne",,"=""0099471426""","=""9780099471424""",3,4.11,Arrow,Paperback,1207,2004,1990,1994/01/01,2007/10/10,,,read,,,,1,0
85386,"Rabbit, Run (Rabbit Angstrom, #1)",John Updike,"Updike, John",,"=""0449911659""","=""9780449911655""",1,3.58,Random House,Paperback,325,1996,1960,2006/07/01,2007/10/10,,,read,,,,1,0
418881,Leonardo's Laptop: Human Needs and the New Computing Technologies,Ben Shneiderman,"Shneiderman, Ben",,"=""0262692996""","=""9780262692991""",3,3.26,MIT Press,Paperback,281,2003,2002,2006/10/01,2007/10/08,,,read,,,,1,1
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",4,4.00,William Morrow,Hardcover,268,2006,2005,2006/09/01,2007/09/17,,,read,,,,1,0
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",5,4.16,Spectra,Paperback,499,2000,1995,1997/01/01,2007/09/17,,,read,,,,1,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",4,4.03,Bantam Books,Paperback,438,2000,1992,1997/01/01,2007/09/17,,,read,,,,1,0
